Symbol,Company Name,Market Cap,Sector,Price,Change 1D,Volume,PE Ratio
MVBF,MVB Financial,495.31M,Financials,41.14,-2.88%,"30,465",12.44
FLIC,First of Long Island,494.79M,Financials,20.95,-4.86%,"52,268",11.20
BWB,Bridgewater Bancshares,494.54M,Financials,17.62,-5.32%,"35,281",13.45
IEA,Infrastructure &amp; Energy Alternatives,494.14M,Industrials,10.30,-3.10%,"536,623",0.00
VGII,Virgin Group Acquisition II,493.57M,Blank Check / SPAC,9.81,-0.20%,859,0.00
LL,Lumber Liquidators,493.34M,Consumer Discretionary,16.96,-1.05%,"325,108",8.03
NSTB,Northern Star Investment II,493.00M,Blank Check / SPAC,9.86,-0.20%,"42,536",0.00
LOCO,El Pollo Loco,492.48M,Consumer Discretionary,13.47,-2.88%,"163,707",17.25
HTBI,HomeTrust Bancshares,492.42M,Financials,30.18,-4.16%,"51,476",24.46
FISI,Financial Institutions,492.39M,Financials,31.09,-4.81%,"41,137",7.04
UEIC,Universal Electronics,492.10M,Consumer Discretionary,37.56,-1.83%,"45,411",22.00
SPNE,SeaSpine Holdings,491.96M,Health Care,13.50,-8.04%,"129,891",0.00
ALTG,Alta Equipment Group,491.60M,Industrials,15.19,-4.82%,"68,681",0.00
IMPX,AEA-Bridges Impact Corp,491.50M,Blank Check / SPAC,9.83,-,"2,113",0.00
MAPS,WM Technology,491.27M,Technology,7.48,-2.48%,"530,742",0.00
FCAX,Fortress Capital Acquisition,490.50M,Blank Check / SPAC,9.81,-0.20%,771,0.00
NSTD,Northern Star Investment IV,490.50M,Blank Check / SPAC,9.81,0.31%,692,0.00
SCU,Sculptor Capital Management,490.14M,Financials,19.18,-1.08%,"206,121",4.23
NSTC,Northern Star Investment III,489.50M,Blank Check / SPAC,9.79,0.20%,"2,700",0.00
COOL,Corner Growth Acquisition,489.00M,Blank Check / SPAC,9.78,-0.41%,"213,008",0.00
HLX,Helix Energy Solutions Group,488.88M,Energy,3.24,-4.14%,"1,489,692",0.00
INVE,Identiv,488.55M,Information Technology,22.00,-1.35%,"82,376",271.61
EBTC,Enterprise Bancorp,488.54M,Financials,40.62,-2.99%,"16,979",11.84
SPRO,Spero Therapeutics,488.41M,Health Care,15.11,-5.50%,"57,819",0.00
VSTM,Verastem,488.26M,Health Care,2.68,-4.29%,"1,197,923",0.00
TSHA,Taysha Gene Therapies,488.23M,Healthcare,12.69,-5.16%,"81,504",0.00
RADA,RADA Electronic Industries,488.22M,Industrials,9.89,-2.56%,"245,708",20.82
TLGA,TLG Acquisition One,488.00M,Blank Check / SPAC,9.77,-,"5,620",0.00
NDLS,Noodles &amp; Company,487.05M,Consumer Discretionary,10.66,-4.39%,"178,997",113.40
BNED,Barnes &amp; Noble Education,486.98M,Consumer Discretionary,9.44,-4.07%,"397,459",0.00
GTX,Garrett Motion,486.67M,Consumer Discretionary,7.48,-0.53%,"168,527",3.36
AAQC,Accelerate Acquisition,486.00M,Blank Check / SPAC,9.72,-0.21%,"15,681",0.00
NGCA,NextGen Acquisition II,484.94M,Blank Check / SPAC,10.14,-1.46%,"1,118,733",0.00
DLTH,Duluth Holdings,483.95M,Consumer Discretionary,14.64,-0.61%,"102,708",14.86
SFST,Southern First Bancshares,483.27M,Financials,61.07,-5.13%,"16,433",11.18
SMBC,Southern Missouri Bancorp,482.98M,Financials,54.34,-3.12%,"16,317",9.77
ZIXI,Zix Corporation,482.72M,Information Technology,8.50,-0.12%,"794,045",0.00
KODK,Eastman Kodak,482.14M,Information Technology,6.13,-5.40%,"1,404,020",10.52
IBCP,Independent Bank,481.29M,Financials,22.62,-4.64%,"91,147",7.37
NEWP,New Pacific Metals,481.14M,Information Technology,3.11,-1.89%,"101,274",0.00
RBB,RBB Bancorp,481.08M,Financials,24.65,-7.12%,"24,530",9.37
ZEPP,Zepp Health,480.97M,Information Technology,7.64,-3.17%,"126,891",2.17
FORE,Foresight Acquisition,480.77M,Blank Check / SPAC,9.96,-,"682,590",0.00
CYD,China Yuchai International,479.47M,Industrials,11.74,-2.21%,"13,687",6.17
STXB,Spirit of Texas Bancshares,479.38M,Financials,27.79,-3.81%,"58,272",10.75
UVE,Universal Insurance Holdings,479.36M,Financials,15.38,-2.04%,"113,242",9.44
CSTR,CapStar Financial Holdings,476.59M,Financials,21.50,-4.44%,"74,533",10.41
CNVY,Convey Holding Parent,476.49M,Healthcare,6.51,-3.70%,"153,169",0.00
EYPT,EyePoint Pharmaceuticals,475.59M,Health Care,16.53,-1.08%,"330,023",0.00
VPG,Vishay Precision Group,475.55M,Information Technology,34.90,-4.57%,"22,245",33.24
GRCL,Gracell Biotechnologies,475.41M,Healthcare,7.07,-0.28%,"278,462",0.00
CALT,Calliditas Therapeutics,474.77M,Healthcare,17.91,-6.77%,"34,426",0.00
RIGL,Rigel Pharmaceuticals,473.69M,Health Care,2.77,-5.14%,"1,821,527",0.00
GERN,Geron,473.27M,Health Care,1.47,-4.55%,"1,682,272",0.00
BH.A,Biglari Holdings,473.16M,Consumer Cyclical,740.00,1.39%,78,3.13
MUX,McEwen Mining,472.96M,Materials,1.03,-2.83%,"2,490,079",0.00
DCPH,Deciphera Pharmaceuticals,471.94M,Health Care,8.07,-3.35%,"3,002,719",0.00
LEAP,Ribbit LEAP,471.45M,Financial Services,10.31,-0.10%,"13,430",0.00
XPOF,Xponential Fitness,471.39M,Consumer Cyclical,19.69,-9.76%,"125,037",0.00
RDVT,Red Violet,471.26M,Industrials,36.63,0.66%,"6,263",796.30
TETC,Tech &amp; Energy Transition,471.15M,Blank Check / SPAC,9.74,-0.31%,"1,411",167.93
KOPN,Kopin Corporation,470.17M,Information Technology,5.10,-5.20%,"1,286,184",0.00
AADI,Aadi Bioscience,470.11M,Healthcare,22.50,-1.79%,"105,197",0.00
PNNT,PennantPark Investment,469.32M,Financials,7.00,-1.82%,"166,307",3.11
TWI,Titan International,468.47M,Industrials,7.51,-3.10%,"316,712",98.82
BBCP,Concrete Pumping Holdings,468.03M,Industrials,8.27,-4.17%,"88,691",0.00
OTMO,Otonomo Technologies,467.97M,Technology,3.54,-3.54%,"109,899",0.00
AVD,American Vanguard,467.71M,Materials,15.12,-2.01%,"118,451",21.36
CRIS,"Curis, Inc.",467.21M,Health Care,5.10,0.39%,"1,613,413",0.00
TIPT,Tiptree,467.15M,Financials,13.78,-3.77%,"85,766",9.01
AKBA,Akebia Therapeutics,467.14M,Health Care,2.67,-4.30%,"2,404,787",0.00
BTCM,BIT Mining,466.93M,Technology,6.61,-2.94%,"254,711",0.00
TIG,Trean Insurance Group,466.72M,Health Care,9.12,-5.30%,"86,785",16.46
ARAY,Accuray,465.51M,Health Care,5.12,-3.21%,"834,467",0.00
CEPU,Central Puerto,465.08M,Utilities,3.08,-2.53%,"202,112",0.00
OMER,Omeros,464.69M,Health Care,7.43,-4.74%,"375,674",0.00
CCBG,Capital City Bank Group,464.66M,Financials,27.53,-4.41%,"25,257",13.36
WSR,Whitestone REIT,464.61M,Real Estate,9.46,-2.87%,"461,484",33.67
RYTM,Rhythm Pharmaceuticals,464.48M,Health Care,9.24,-8.88%,"236,891",0.00
AERI,Aerie Pharmaceuticals,464.10M,Health Care,9.80,-3.45%,"462,653",0.00
LVOX,LiveVox Holding,463.68M,Technology,4.90,0.41%,"129,880",0.00
DMYQ,dMY Technology Group IV,463.16M,Blank Check / SPAC,10.74,-4.02%,"2,678,049",0.00
NAAC,North Atlantic Acquisition,461.57M,Blank Check / SPAC,9.73,-0.31%,"3,876",0.00
SABS,SAB Biotherapeutics,461.44M,Healthcare,10.50,17.98%,"771,885",35.96
ALPP,Alpine 4 Holdings,461.11M,Industrials,2.70,-0.37%,"1,102,645",0.00
WPRT,Westport Fuel Systems,460.21M,Industrials,2.55,-1.54%,"2,788,662",32.69
ITIC,Investors Title Company,460.01M,Financials,242.86,-0.87%,"4,359",7.12
PHVS,Pharvaris,459.49M,Healthcare,13.87,4.44%,"1,657",0.00
LHC,Leo Holdings II,459.38M,Blank Check / SPAC,9.80,-,107,0.00
SPFI,South Plains Financial,459.32M,Financials,25.82,-4.83%,"9,129",7.97
TPGY,TPG Pace Beneficial Finance,458.94M,Financial Services,10.49,-0.29%,"263,630",0.00
FLXN,Flexion Therapeutics,458.92M,Health Care,9.12,-,0,0.00
ALBO,Albireo Pharma,458.45M,Health Care,23.78,-5.60%,"136,358",0.00
GIG,GigCapital4,458.12M,Blank Check / SPAC,9.97,-,"330,202",0.00
PRTH,Priority Technology,457.35M,Information Technology,5.96,0.34%,"25,038",0.00
ABST,Absolute Software,457.17M,Technology,8.99,-0.44%,"102,428",0.00
OOMA,"Ooma, Inc.",456.84M,Communication Services,19.44,-4.47%,"49,622",0.00
SOLY,Soliton,456.52M,Health Care,20.82,-1.14%,"52,173",0.00
AUTL,Autolus Therapeutics,456.47M,Health Care,6.26,-2.34%,"290,158",0.00
KLR,Kaleyra,455.18M,Information Technology,10.92,-2.24%,"175,012",0.00
EVLO,Evelo Biosciences,454.94M,Health Care,8.51,-3.51%,"89,893",0.00
CCNE,CNB Financial,454.58M,Financials,26.91,-3.48%,"44,940",9.74
TRIN,Trinity Capital,454.55M,Financial Services,16.71,-0.36%,"34,643",4.89
LND,BrasilAgro,454.30M,Consumer Staples,4.58,0.66%,"19,426",5.59
LAWS,Lawson Products,454.01M,Industrials,50.01,-0.08%,"16,730",45.01
AKYA,Akoya Biosciences,453.94M,Healthcare,12.20,-7.37%,"120,814",0.00
GNTY,Guaranty Bancshares,453.75M,Financials,37.54,-4.89%,"11,723",11.31
AEHR,Aehr Test Systems,453.60M,Information Technology,17.08,-4.63%,"653,572",0.00
PDS,Precision Drilling,452.47M,Energy,33.70,-4.69%,"33,627",0.00
SNII,Supernova Partners Acquisition II,452.38M,Blank Check / SPAC,10.49,-4.20%,"819,484",0.00
BH,Biglari Holdings,449.73M,Consumer Discretionary,147.07,0.73%,"6,640",0.62
VIST,Vista Oil &amp; Gas,449.22M,Energy,5.08,-4.51%,"516,886",362.86
CVLG,Covenant Logistics,448.36M,Industrials,26.82,-1.61%,"138,033",26.29
VOR,Vor Biopharma,447.47M,Healthcare,12.00,-3.85%,"59,379",0.00
ZYXI,Zynex,447.27M,Health Care,12.86,-1.91%,"175,992",45.93
ALDX,Aldeyra Therapeutics,446.15M,Health Care,7.68,-3.03%,"693,281",0.00
HIGA,H.I.G. Acquisition,445.83M,Blank Check / SPAC,9.80,-,"25,891",0.00
TDW,Tidewater,445.82M,Energy,10.80,-6.98%,"178,305",0.00
THRN,Thorne HealthTech,445.58M,Consumer Defensive,8.48,-3.09%,"115,692",0.00
BHB,Bar Harbor Bankshares,444.96M,Financials,29.69,-5.36%,"14,826",11.68
PRVB,Provention Bio,444.89M,Health Care,7.02,-5.01%,"601,515",0.00
STXS,Stereotaxis,443.76M,Health Care,5.95,-4.95%,"306,126",0.00
NEXT,NextDecade,443.31M,Energy,3.58,-2.19%,"114,064",0.00
SMBK,SmartFinancial,442.57M,Financials,26.34,-4.46%,"49,856",10.81
STKS,The ONE Group Hospitality,442.12M,Consumer Discretionary,13.77,0.81%,"197,915",21.28
BTAQ,Burgundy Technology Acquisition,441.43M,Blank Check / SPAC,9.99,-0.10%,"131,686",0.00
FDUS,Fidus Investment,440.61M,Financials,18.03,-1.53%,"102,130",4.62
JFU,9F Inc.,440.61M,Communication Services,1.31,2.34%,"48,208",0.00
CTMX,CytomX Therapeutics,440.43M,Health Care,6.75,-4.12%,"829,144",0.00
SY,So-Young International,439.80M,Communication Services,3.99,-7.21%,"744,932",53.92
CVM,Cel-Sci Corporation,439.75M,Health Care,10.22,-6.07%,"947,450",0.00
CPS,Cooper-Standard Holdings,439.73M,Consumer Discretionary,25.88,-1.82%,"88,623",0.00
UTMD,Utah Medical Products,439.32M,Health Care,120.33,-3.26%,"17,813",31.26
CPSI,Computer Programs &amp; Systems,439.31M,Health Care,29.99,-1.70%,"92,766",27.24
NMG,Nouveau Monde Graphite,439.18M,Basic Materials,7.92,-6.60%,"221,432",0.00
SBEA,SilverBox Engaged Merger I,438.11M,Blank Check / SPAC,10.05,-0.59%,"321,869",0.00
CPAR,Catalyst Partners Acquisition,437.75M,Blank Check / SPAC,9.80,-,"4,858",0.00
HEAR,Turtle Beach,437.57M,Consumer Discretionary,27.27,-2.43%,"151,539",16.76
SD,SandRidge Energy,436.79M,Energy,11.91,-4.49%,"1,043,449",5.48
ENPC,Executive Network Partnering,436.74M,Financial Services,9.84,-0.10%,"10,608",0.00
CPAA,Conyers Park III Acquisition,436.05M,Blank Check / SPAC,9.81,-,"2,936",0.00
BLFY,Blue Foundry Bancorp,434.40M,Financial Services,15.23,-,"143,808",0.00
ARTA,Artisan Acquisition,434.35M,Blank Check / SPAC,9.89,-,"155,629",0.00
GAN,GAN Limited,434.16M,Consumer Cyclical,10.29,-1.34%,"672,592",0.00
FREE,Whole Earth Brands,434.03M,Consumer Defensive,11.28,-4.16%,"200,426",0.00
GSS,Golden Star Resources,433.97M,Materials,3.75,-0.27%,"1,385,772",0.00
NDAC,Nightdragon Acquisition,433.65M,Blank Check / SPAC,9.82,0.05%,"20,802",0.00
VACC,Vaccitech,432.17M,Healthcare,12.40,-6.06%,"10,402",0.00
PCPC,Periphas Capital Partnering,431.95M,Blank Check / SPAC,24.33,-0.45%,369,0.00
INBK,First Internet Bancorp,431.81M,Financials,43.82,-4.53%,"32,860",9.35
PPGH,Poema Global,431.68M,Blank Check / SPAC,10.01,-0.10%,"179,950",0.00
GIIX,Gores Holdings VIII,431.25M,Blank Check / SPAC,10.00,0.30%,"141,063",0.00
PSPC,Post Holdings Partnering,431.25M,Blank Check / SPAC,9.75,-,"5,508",0.00
ATAX,America First Multifamily Investors,431.19M,Financials,6.54,-1.95%,"100,426",15.65
GLSI,Greenwich LifeSciences,430.90M,Health Care,33.10,-4.58%,"10,417",0.00
RTLR,Rattler Midstream,430.50M,Energy,10.68,-3.00%,"188,851",12.87
TWLV,Twelve Seas Investment II,430.06M,Blank Check / SPAC,9.71,-0.41%,"3,145",0.00
BLU,BELLUS Health,430.02M,Health Care,5.46,-6.02%,"510,628",0.00
GMBT,Queen's Gambit Growth Capital,429.96M,Blank Check / SPAC,9.97,0.20%,"26,107",0.00
YAC,Yucaipa Acquisition,429.96M,Blank Check / SPAC,9.97,0.30%,"372,755",0.00
WALD,Waldencast Acquisition,429.52M,Blank Check / SPAC,9.96,0.10%,"31,405",0.00
SENEB,Seneca Foods,429.49M,Consumer Staples,45.51,-0.07%,15,3.66
SB,Safe Bulkers,429.39M,Industrials,3.53,-1.67%,"706,904",3.64
ATMR,Altimar Acquisition II,428.45M,Blank Check / SPAC,9.94,0.05%,741,0.00
PBT,Permian Basin Royalty Trust,428.33M,Energy,9.19,-0.86%,"132,147",45.95
ENNV,ECP Environmental Growth Opportunities,428.23M,Blank Check / SPAC,9.93,-0.10%,"3,275",0.00
PSTX,Poseida Therapeutics,428.17M,Healthcare,6.85,-4.60%,"108,644",0.00
ROSS,Ross Acquisition II,427.82M,Blank Check / SPAC,9.92,-,"8,657",0.00
BEST,BEST Inc.,427.46M,Industrials,1.10,-2.65%,"1,029,692",0.00
IIIV,i3 Verticals,427.27M,Information Technology,19.44,-6.04%,"285,983",0.00
GSQD,G Squared Ascend I,427.17M,Blank Check / SPAC,9.91,-0.21%,"4,223",0.00
FRXB,Forest Road Acquisition II,426.56M,Blank Check / SPAC,9.75,0.10%,"23,100",0.00
EVI,EVI Industries,426.55M,Industrials,34.74,-4.35%,"48,208",48.45
GLBL,Cartesian Growth,426.08M,Blank Check / SPAC,9.88,-0.60%,"1,014",0.00
DGICA,Donegal Group,425.78M,Financials,13.97,-2.17%,"40,237",12.45
ERES,East Resources Acquisition,425.64M,Blank Check / SPAC,9.87,-0.30%,"43,614",0.00
SLCR,Silver Crest Acquisition,425.21M,Blank Check / SPAC,9.86,-0.30%,"18,387",0.00
LUXA,Lux Health Tech Acquisition,425.21M,Blank Check / SPAC,9.86,0.10%,"254,035",0.00
FCUV,Focus Universal,424.81M,Information Technology,9.82,6.86%,"33,885",0.00
TWNT,Tailwind Two Acquisition,424.78M,Blank Check / SPAC,9.85,-0.51%,"120,828",0.00
RXRA,RXR Acquisition,424.78M,Blank Check / SPAC,9.85,-,165,0.00
SENEA,Seneca Foods,424.59M,Consumer Staples,45.00,-2.07%,"21,474",3.62
EZPW,"EZCORP, Inc.",424.35M,Financials,7.57,-4.42%,"345,517",0.00
HCIC,Hennessy Capital Investment V,423.49M,Blank Check / SPAC,9.82,-0.10%,"76,418",0.00
ABUS,Arbutus Biopharma,423.39M,Health Care,3.13,-1.88%,"652,962",0.00
XXII,22nd Century Group,423.14M,Consumer Staples,2.60,-6.47%,"2,209,505",0.00
LEGA,Lead Edge Growth Opportunities,423.06M,Blank Check / SPAC,9.81,-,128,0.00
GFX,Golden Falcon Acquisition,423.06M,Blank Check / SPAC,9.81,0.20%,"1,260",0.00
AOMR,Angel Oak Mortgage,422.75M,Real Estate,16.64,-0.72%,"67,732",16.89
PTOC,Pine Technology Acquisition,422.62M,Blank Check / SPAC,9.80,0.41%,"32,473",0.00
CBAH,CBRE Acquisition,422.62M,Blank Check / SPAC,10.00,-0.89%,"600,330",0.00
RLYB,Rallybio,422.51M,Healthcare,13.15,-2.16%,"12,881",0.00
DGICB,Donegal Group,422.22M,Financials,12.75,-,10,11.36
SCLE,Broadscale Acquisition,422.19M,Blank Check / SPAC,9.79,-,0,0.00
ACAH,Atlantic Coastal Acquisition,422.19M,Blank Check / SPAC,9.79,-0.10%,"42,238",0.00
COLI,Colicity,421.76M,Blank Check / SPAC,9.78,-,"3,721",0.00
JCIC,Jack Creek Investment,421.76M,Blank Check / SPAC,9.78,0.10%,"257,735",0.00
SPGS,Simon Property Group Acquisition,421.33M,Blank Check / SPAC,9.77,-0.20%,"4,422",0.00
ACII,Atlas Crest Investment II,421.33M,Blank Check / SPAC,9.77,-,"34,194",0.00
TWNI,Tailwind International Acquisition,421.33M,Blank Check / SPAC,9.77,0.21%,"202,110",0.00
ELLO,Ellomay Capital,421.26M,Utilities,32.81,1.05%,507,0.00
VKTX,Viking Therapeutics,420.90M,Health Care,5.38,-5.11%,"686,075",0.00
ZT,Zimmer Energy Transition Acquisition,420.90M,Blank Check / SPAC,9.76,-0.20%,7,0.00
OEPW,One Equity Partners Open Water I,420.90M,Blank Check / SPAC,9.76,-0.20%,"3,555",0.00
DHHC,DiamondHead Holdings,420.90M,Blank Check / SPAC,9.76,-0.20%,"2,993",0.00
PYXS,Pyxis Oncology,420.41M,Healthcare,12.84,1.58%,"83,505",0.00
FMIV,Forum Merger IV,420.15M,Blank Check / SPAC,9.77,-0.20%,"9,514",0.00
FPH,Five Point Holdings,420.09M,Real Estate,5.99,-4.01%,"413,186",0.00
MACC,Mission Advancement,420.04M,Blank Check / SPAC,9.74,-,501,0.00
NOA,North American Construction,419.81M,Energy,14.65,-1.68%,"32,325",12.34
FACT,Freedom Acquisition I,419.61M,Blank Check / SPAC,9.73,-0.21%,"5,030",0.00
SCOB,ScION Tech Growth II,419.61M,Blank Check / SPAC,9.73,-,"77,433",0.00
OG,Onion Global,419.47M,Technology,4.70,-3.29%,"4,928",0.00
SLAC,Social Leverage Acquisition I,419.18M,Blank Check / SPAC,9.74,-0.10%,"29,713",0.00
TIOA,Tio Tech A,418.31M,Blank Check / SPAC,9.70,-1.52%,"5,142",0.00
PETZ,TDH Holdings,418.14M,Consumer Staples,5.23,-0.19%,"532,860",0.00
ZOM,Zomedica,417.93M,Health Care,0.43,-2.04%,"8,194,525",0.00
ALLT,Allot Ltd.,417.57M,Information Technology,11.47,-2.13%,"109,260",0.00
GLAD,Gladstone Capital,417.35M,Financials,11.90,-1.82%,"128,688",6.25
GWRS,Global Water Resources,416.75M,Utilities,18.40,-2.80%,"23,896",140.46
RLGT,Radiant Logistics,416.70M,Industrials,8.38,-2.56%,"194,769",15.81
JNCE,Jounce Therapeutics,416.61M,Health Care,8.13,-,"180,491",0.00
USX,U.S. Xpress Enterprises,416.51M,Industrials,8.25,-4.62%,"123,382",17.90
CLVS,Clovis Oncology,415.93M,Health Care,3.20,-4.19%,"2,877,240",0.00
XAIR,Beyond Air,415.85M,Health Care,15.61,12.46%,"578,132",0.00
CASA,Casa Systems,415.41M,Information Technology,4.83,-2.62%,"139,603",17.13
MRNS,Marinus Pharmaceuticals,415.15M,Health Care,11.29,-4.56%,"120,534",0.00
LMRK,Landmark Infrastructure Partners,414.20M,Real Estate,16.25,-,"34,531",58.24
LITT,Logistics Innovation Technologies,414.19M,Financial Services,9.72,-,"5,000",0.00
ALT,Altimmune,414.08M,Health Care,10.42,-0.10%,"414,515",0.00
EBET,Esports Technologies,414.06M,Consumer Cyclical,30.90,-3.56%,"75,435",0.00
KRT,Karat Packaging,414.00M,Consumer Cyclical,21.00,-2.28%,"6,613",22.70
CSTE,Caesarstone,413.64M,Industrials,12.00,-4.31%,"77,411",21.82
JOAN,JOANN,413.17M,Consumer Cyclical,9.80,-,"307,856",3.58
HOWL,Werewolf Therapeutics,413.14M,Healthcare,14.98,0.13%,"75,471",0.00
VEL,Velocity Financial,413.03M,Financials,12.79,-1.62%,"19,733",12.75
NRP,Natural Resource Partners,412.90M,Energy,33.43,-1.47%,"15,625",12.90
MPX,Marine Products,412.32M,Consumer Discretionary,12.13,0.92%,"243,777",14.98
CRD.A,Crawford &amp; Company,411.54M,Financial Services,7.75,-2.39%,"22,695",10.92
NSR,Nomad Royalty Company,411.43M,Basic Materials,7.19,-5.02%,"11,477",41.32
TWND,Tailwind Acquisition,411.09M,Blank Check / SPAC,9.85,0.10%,"14,897",0.00
TCMD,Tactile Systems Technology,409.74M,Health Care,20.67,-5.44%,"113,403",52.07
MIRM,Mirum Pharmaceuticals,409.22M,Health Care,13.41,-6.35%,"64,772",0.00
SGU,Star Group,408.34M,Utilities,10.31,-1.81%,"24,258",6.28
CRD.B,Crawford &amp; Company,407.90M,Financial Services,7.71,-1.66%,"5,916",10.86
TCDA,Tricida,407.85M,Health Care,7.40,-3.77%,"69,153",0.00
DTOC,Digital Transformation Opportunities,407.70M,Blank Check / SPAC,9.78,0.20%,1,0.00
EVER,EverQuote,407.37M,Communication Services,13.77,-2.69%,"151,241",0.00
TH,Target Hospitality,407.35M,Consumer Discretionary,4.00,-3.85%,"45,621",0.00
CUE,Cue Biopharma,407.17M,Health Care,12.82,-5.60%,"326,950",0.00
III,Information Services Group,406.64M,Information Technology,8.30,-3.60%,"172,811",31.92
BRG,Bluerock Residential Growth REIT,406.54M,Real Estate,15.43,-7.10%,"177,448",136.55
CZNC,Citizens &amp; Northern,406.53M,Financials,25.81,-3.22%,"22,839",13.70
BBIG,Vinco Ventures,406.04M,Consumer Cyclical,3.28,-1.80%,"8,254,931",0.00
FACA,Figure Acquisition I,405.37M,Blank Check / SPAC,9.87,-,"6,423",0.00
WIMI,WiMi Hologram Cloud,405.14M,Communication Services,4.34,-2.03%,"1,035,776",0.00
SVFC,SVF Investment 3,405.06M,Blank Check / SPAC,9.87,-0.50%,"20,633",0.00
HCAR,Healthcare Services Acquisition,404.48M,Blank Check / SPAC,9.77,0.10%,"27,716",0.00
BYTS,BYTE Acquisition,404.13M,Blank Check / SPAC,9.74,-,"14,794",0.00
SSTI,ShotSpotter,403.25M,Information Technology,34.53,-1.79%,"30,322",0.00
PFDR,Pathfinder Acquisition,403.20M,Blank Check / SPAC,9.95,-,"30,863",0.00
CLAA,Colonnade Acquisition II,402.19M,Blank Check / SPAC,9.75,0.21%,847,0.00
MEKA,MELI Kaszek Pioneer,402.18M,Blank Check / SPAC,13.53,2.66%,"119,323",0.00
SCPL,SciPlay,402.16M,Communication Services,16.39,-1.38%,"178,280",19.01
KOR,Corvus Gold,401.33M,Basic Materials,3.16,-0.63%,"55,038",0.00
BCOV,Brightcove,401.05M,Information Technology,9.76,-2.11%,"147,761",57.08
ASA,ASA Gold And Precious Metals,400.46M,Financials,20.76,-2.03%,"29,572",0.00
ARTNA,Artesian Resources,399.85M,Utilities,42.75,-4.34%,"13,262",23.87
AMNB,American National Bankshares,399.67M,Financials,37.08,-4.06%,"14,949",9.89
VALU,Value Line,399.49M,Financials,41.80,-4.13%,"5,457",16.76
CNTY,Century Casinos,399.36M,Consumer Discretionary,13.49,-8.20%,"174,846",17.56
PIAI,Prime Impact Acquisition I,399.03M,Blank Check / SPAC,9.85,-,"1,528",0.00
SFT,Shift Technologies,398.99M,Consumer Cyclical,4.74,-2.67%,"1,982,202",0.00
KVSA,Khosla Ventures Acquisition,398.83M,Blank Check / SPAC,9.85,-,"135,623",0.00
CND,Concord Acquisition,398.70M,Blank Check / SPAC,11.31,-3.33%,"336,937",0.00
AXGN,Axogen,398.59M,Health Care,9.59,-8.05%,"256,436",0.00
PSAG,Property Solutions Acquisition II,398.26M,Blank Check / SPAC,9.77,0.41%,392,0.00
APEI,American Public Education,397.57M,Consumer Discretionary,21.25,-0.93%,"69,933",23.90
VRDN,Viridian Therapeutics,397.52M,Healthcare,18.30,-5.57%,"11,075",0.00
PRSR,Prospector Capital,397.31M,Blank Check / SPAC,9.78,0.05%,"55,370",0.00
HBMD,Howard Bancorp,397.15M,Financials,21.11,-5.97%,"39,122",16.35
BSRR,Sierra Bancorp,395.75M,Financials,25.68,-5.10%,"24,897",9.24
CLLS,Cellectis,395.67M,Health Care,8.69,-0.34%,"81,714",0.00
HCNE,JAWS Hurricane Acquisition,395.31M,Blank Check / SPAC,10.00,1.21%,306,0.00
MUDS,Mudrick Capital Acquisition II,394.13M,Blank Check / SPAC,9.97,-,"45,929",0.00
TNK,Teekay Tankers,394.11M,Energy,11.66,-3.87%,"385,390",0.00
MACQ,MCAP Acquisition,393.34M,Blank Check / SPAC,9.95,-,"147,250",0.00
GAMB,Gambling.com Group,393.17M,Consumer Cyclical,11.63,-5.14%,"60,618",20.48
NODK,NI Holdings,392.81M,Financials,18.50,-5.08%,"5,214",16.68
PASG,Passage Bio,392.70M,Healthcare,7.27,-1.76%,"594,715",0.00
STTK,Shattuck Labs,392.47M,Health Care,9.29,-7.19%,"127,623",0.00
MLR,Miller Industries,392.41M,Industrials,34.39,-3.99%,"39,222",15.35
SHBI,Shore Bancshares,392.17M,Financials,19.80,-2.22%,"15,449",14.15
TRIT,Triterras,391.85M,Technology,4.71,-1.67%,"535,877",0.86
DCRD,Decarbonization Plus IV,391.75M,Blank Check / SPAC,9.91,-,"1,642",0.00
IGIC,International General Insurance,391.57M,Financial Services,8.01,-,"8,776",8.41
